,pair,country_code_alpha2_A,country_code_alpha2_B,Censored_Category_Similarity,Blocking_Proportion_Similarity,Overall_Similarity,country_code_alpha3_A,country_code_alpha3_B
682,"('KE', 'LI')",KE,LI,0.7269573016659429,0.9864443344687976,0.8567008180673703,KEN,LIE
824,"('LU', 'SG')",LU,SG,0.7142341948281837,0.9979560477471779,0.8560951212876808,LUX,SGP
118,"('BG', 'MY')",BG,MY,0.7122625762237679,0.9998695569327334,0.8560660665782507,BGR,MYS
908,"('NL', 'AD')",NL,AD,0.7138642980428094,0.9973975654817204,0.8556309317622649,NLD,AND
1312,"('UA', 'HK')",UA,HK,0.721542673988191,0.9884365831616382,0.8549896285749146,UKR,HKG
1307,"('UA', 'DZ')",UA,DZ,0.720321271470842,0.989447197560508,0.8548842345156751,UKR,DZA
134,"('BG', 'TW')",BG,TW,0.726729757800277,0.980417680710121,0.8535737192551991,BGR,TWN
1196,"('SE', 'SG')",SE,SG,0.7090829735541597,0.9980542847254866,0.8535686291398232,SWE,SGP
141,"('BR', 'LI')",BR,LI,0.7249686414256542,0.9816198051749732,0.8532942233003137,BRA,LIE
1,"('AD', 'BE')",AD,BE,0.7110539567232208,0.9947623851161009,0.8529081709196609,AND,BEL
1045,"('PE', 'SG')",PE,SG,0.709896265503187,0.9944529629611164,0.8521746142321517,PER,SGP
24,"('AU', 'AD')",AU,AD,0.7064060298217393,0.9973921719662925,0.8518991008940159,AUS,AND
1301,"('UA', 'CL')",UA,CL,0.7168495436413893,0.9867276785664292,0.8517886111039092,UKR,CHL
1072,"('RO', 'AD')",RO,AD,0.7164232213376027,0.9871075688828834,0.8517653951102431,ROU,AND
930,"('NL', 'LI')",NL,LI,0.7040176132880447,0.9992861132079319,0.8516518632479884,NLD,LIE
637,"('JP', 'LI')",JP,LI,0.707039135927332,0.9961296824279118,0.8515844091776219,JPN,LIE
5,"('AD', 'CZ')",AD,CZ,0.7053120039077396,0.9977563002366493,0.8515341520721944,AND,CZE
1311,"('UA', 'GR')",UA,GR,0.7141461634253782,0.9885092947721511,0.8513277290987646,UKR,GRC
317,"('CO', 'SG')",CO,SG,0.7085857926522372,0.9939909377339857,0.8512883651931115,COL,SGP
1296,"('UA', 'BE')",UA,BE,0.7129271377235263,0.9890732793543545,0.8510002085389404,UKR,BEL
1126,"('RS', 'LI')",RS,LI,0.7057816455008691,0.9955964847072402,0.8506890651040546,SRB,LIE
457,"('HK', 'CL')",HK,CL,0.7261574255321422,0.9751638007787807,0.8506606131554615,HKG,CHL
1373,"('US', 'LI')",US,LI,0.7036011049195582,0.9973532151733249,0.8504771600464416,USA,LIE
1224,"('SG', 'SC')",SG,SC,0.7032942902362266,0.997367163190309,0.8503307267132678,SGP,SYC
1425,"('VN', 'GR')",VN,GR,0.7195414384529185,0.9807984493737568,0.8501699439133377,VNM,GRC
11,"('AD', 'IS')",AD,IS,0.7000330836307106,0.9989711594443499,0.8495021215375302,AND,ISL
1347,"('US', 'AD')",US,AD,0.6992167418417067,0.9993304635163274,0.8492736026790171,USA,AND
531,"('ID', 'BE')",ID,BE,0.7074060521119931,0.9907882256596932,0.8490971388858432,IDN,BEL
1419,"('VN', 'CR')",VN,CR,0.7153543066178333,0.9827271214057747,0.8490407140118039,VNM,CRI
697,"('KE', 'SG')",KE,SG,0.7092591153119265,0.9870083710550976,0.8481337431835121,KEN,SGP
568,"('IL', 'LI')",IL,LI,0.6957654577172929,0.9999169931328837,0.8478412254250883,ISR,LIE
1163,"('SC', 'LI')",SC,LI,0.6983015692816833,0.99680312660401,0.8475523479428466,SYC,LIE
1207,"('SG', 'CR')",SG,CR,0.6961143881159901,0.9988802791885363,0.8474973336522632,SGP,CRI
756,"('LT', 'AD')",LT,AD,0.6944664231675389,0.9966704670990896,0.8455684451333143,LTU,AND
478,"('HK', 'MY')",HK,MY,0.6976648220793973,0.9928464564021771,0.8452556392407872,HKG,MYS
615,"('JP', 'AD')",JP,AD,0.6905853037819475,0.9994469256368326,0.84501611470939,JPN,AND
126,"('BG', 'RS')",BG,RS,0.6902720318471288,0.9996770574446513,0.8449745446458901,BGR,SRB
885,"('MX', 'SG')",MX,SG,0.6990016851064903,0.99062443400053,0.8448130595535102,MEX,SGP
977,"('NZ', 'AD')",NZ,AD,0.6920740213722149,0.9974435564663396,0.8447587889192772,NZL,AND
1314,"('UA', 'ID')",UA,ID,0.6910980166486473,0.998285514643949,0.8446917656462982,UKR,IDN
3,"('AD', 'CA')",AD,CA,0.692612125775748,0.9952362194137087,0.8439241725947284,AND,CAN
1203,"('SG', 'AT')",SG,AT,0.6876343929585209,0.9999710522339775,0.8438027225962492,SGP,AUT
1205,"('SG', 'BR')",SG,BR,0.7051067988040758,0.9821838417612733,0.8436453202826746,SGP,BRA
444,"('FR', 'SG')",FR,SG,0.6872797738828218,0.9983722894613333,0.8428260316720775,FRA,SGP
14,"('AD', 'PL')",AD,PL,0.6924169974300505,0.9930766428841271,0.8427468201570888,AND,POL
541,"('ID', 'GR')",ID,GR,0.6943114505215012,0.9902242410774887,0.842267845799495,IDN,GRC
375,"('ES', 'LI')",ES,LI,0.685118626957983,0.9994024274986304,0.8422605272283067,ESP,LIE
513,"('HU', 'LI')",HU,LI,0.6887817649101774,0.9944967809779397,0.8416392729440585,HUN,LIE
1268,"('TW', 'AD')",TW,AD,0.7037590255108194,0.9790075441723601,0.8413832848415898,TWN,AND
23,"('AT', 'LI')",AT,LI,0.6828049951565617,0.9994070156476774,0.8411060054021195,AUT,LIE
1219,"('SG', 'PL')",SG,PL,0.6863049952621809,0.9958298495067479,0.8410674223844644,SGP,POL
15,"('AD', 'PT')",AD,PT,0.6851890684241719,0.9968133682923642,0.841001218358268,AND,PRT
852,"('MX', 'AD')",MX,AD,0.6864992626391708,0.9933776406231519,0.8399384516311614,MEX,AND
1206,"('SG', 'CA')",SG,CA,0.6806819524136588,0.9979894260363295,0.8393356892249941,SGP,CAN
529,"('ID', 'AD')",ID,AD,0.676457161643844,0.9960263014928777,0.8362417315683608,IDN,AND
1108,"('RO', 'SG')",RO,SG,0.6876328878078184,0.9843543622602615,0.83599362503404,ROU,SGP
1204,"('SG', 'BE')",SG,BE,0.6731461895991614,0.9975155917387228,0.8353308906689421,SGP,BEL
841,"('MD', 'LI')",MD,LI,0.6755658216654646,0.9939206228519148,0.8347432222586897,MDA,LIE
1342,"('UA', 'TW')",UA,TW,0.6841930048039376,0.9846966499341067,0.8344448273690221,UKR,TWN
9,"('AD', 'GR')",AD,GR,0.6741998624632423,0.9941984005338976,0.83419913149857,AND,GRC
1244,"('SK', 'LI')",SK,LI,0.6682745267447053,0.9986375431516573,0.8334560349481813,SVK,LIE
257,"('CN', 'LI')",CN,LI,0.7044913722744236,0.9559740221846152,0.8302326972295194,CHN,LIE
2,"('AD', 'BR')",AD,BR,0.6719475960194427,0.9849370483838952,0.8284423222016689,AND,BRA
662,"('KE', 'AD')",KE,AD,0.6659466737700979,0.9897615776777196,0.8278541257239087,KEN,AND
493,"('HK', 'TW')",HK,TW,0.6821610975209745,0.9731327721464582,0.8276469348337163,HKG,TWN
1431,"('VN', 'LI')",VN,LI,0.6671990825784555,0.983283266580225,0.8252411745793402,VNM,LIE
1212,"('SG', 'GR')",SG,GR,0.6530182220609443,0.9969516071565184,0.8249849146087314,SGP,GRC
47,"('AU', 'LI')",AU,LI,0.6498709144709719,0.9992915067233598,0.8245812105971658,AUS,LIE
0,"('AD', 'AT')",AD,AT,0.6468246888845351,0.9972766630419738,0.8220506759632544,AND,AUT
1334,"('UA', 'RS')",UA,RS,0.6454525985577455,0.9953980882206647,0.820425343389205,UKR,SRB
107,"('BG', 'ID')",BG,ID,0.6409093715845567,0.9974364380306385,0.8191729048075976,BGR,IDN
1228,"('SK', 'AD')",SK,AD,0.639371367550128,0.9980461355379939,0.818708751544061,SVK,AND
272,"('CO', 'AD')",CO,AD,0.6392839771863597,0.9967441443566065,0.8180140607714831,COL,AND
344,"('DK', 'LI')",DK,LI,0.6369738207231151,0.9989367869969199,0.8179553038600176,DNK,LIE
1215,"('SG', 'LI')",SG,LI,0.6360650354941463,0.9994364243629865,0.8177507299285665,SGP,LIE
1013,"('PE', 'AD')",PE,AD,0.636820464862101,0.9972061695837372,0.817013317222919,PER,AND
18,"('AD', 'SC')",AD,SC,0.630915636621272,0.9998805520856423,0.8153980943534571,AND,SYC
136,"('BG', 'VN')",BG,VN,0.6401707126307224,0.9880106463269067,0.8140906794788145,BGR,VNM
1321,"('UA', 'LI')",UA,LI,0.6302650279667398,0.9909941119786192,0.8106295699726795,UKR,LIE
1299,"('UA', 'BZ')",UA,BZ,0.6381658893744657,0.9822582134201476,0.8102120513973067,UKR,BLZ
4,"('AD', 'CR')",AD,CR,0.6227085654194976,0.9961270725659144,0.8094178189927059,AND,CRI
353,"('DZ', 'LI')",DZ,LI,0.6194140833507265,0.9984535465311755,0.808933814940951,DZA,LIE
105,"('BG', 'HK')",BG,HK,0.6238686286242439,0.9927155523856237,0.8082920905049338,BGR,HKG
1226,"('SG', 'TW')",SG,TW,0.6388001447240137,0.9762543375497383,0.807527241136876,SGP,TWN
1056,"('PL', 'LI')",PL,LI,0.6145589177952383,0.996393886093048,0.8054764019441432,POL,LIE
1452,"('ZA', 'AD')",ZA,AD,0.6143467327456533,0.9960086640063811,0.8051776983760173,ZAF,AND
967,"('NO', 'LI')",NO,LI,0.6082358463362092,0.9982068813408935,0.8032213638385514,NOR,LIE
1297,"('UA', 'BG')",UA,BG,0.59950658837601,0.995721491725301,0.7976140400506555,UKR,BGR
1154,"('RU', 'TR')",RU,TR,0.6790118297322356,0.904484428127579,0.7917481289299073,RUS,TUR
1184,"('SE', 'LI')",SE,LI,0.5844272506786719,0.9986183213117866,0.7915227859952292,SWE,LIE
204,"('CA', 'LI')",CA,LI,0.5800174507766541,0.9985534626226296,0.7892854566996419,CAN,LIE
814,"('LU', 'LI')",LU,LI,0.5789397809515494,0.9985200843334779,0.7887299326425137,LUX,LIE
160,"('BZ', 'HK')",BZ,HK,0.5950535197396991,0.9706943356325003,0.7828739276860996,BLZ,HKG
1345,"('UA', 'VN')",UA,VN,0.5681700902225155,0.9922896155508923,0.780229852886704,UKR,VNM
131,"('BG', 'SG')",BG,SG,0.5635104463950237,0.9958371177889049,0.7796737820919644,BGR,SGP
485,"('HK', 'RS')",HK,RS,0.5623210299074695,0.99303895589026,0.7776799928988647,HKG,SRB
433,"('FR', 'LI')",FR,LI,0.5546740462582158,0.9989363260476334,0.7768051861529246,FRA,LIE
1281,"('TW', 'LI')",TW,LI,0.5682635908521004,0.9756903009634382,0.7719769459077693,TWN,LIE
88,"('BG', 'AD')",BG,AD,0.5442731036930635,0.9985903244115257,0.7714317140522946,BGR,AND
113,"('BG', 'LI')",BG,LI,0.5449290977234184,0.9952730812026048,0.7701010894630116,BGR,LIE
1093,"('RO', 'LI')",RO,LI,0.5547951596780112,0.9837903256739625,0.7692927426759868,ROU,LIE
1339,"('UA', 'SG')",UA,SG,0.5456949577544993,0.9915581485649182,0.7686265531597087,UKR,SGP
451,"('GR', 'LI')",GR,LI,0.5360201681382465,0.9975156437428184,0.7667679059405325,GRC,LIE
81,"('BE', 'LI')",BE,LI,0.5317461662003902,0.998079628325023,0.7649128972627066,BEL,LIE
248,"('CN', 'CR')",CN,CR,0.5610175897008418,0.9565301673590655,0.7587738785299536,CHN,CRI
535,"('ID', 'CN')",ID,CN,0.5674309694665025,0.9486826195192855,0.758056794492894,IDN,CHN
249,"('CN', 'CZ')",CN,CZ,0.5548196595618032,0.9549009396883317,0.7548602996250675,CHN,CZE
1019,"('PE', 'CN')",PE,CN,0.557389380698909,0.9498624876101449,0.7536259341545269,PER,CHN
490,"('HK', 'SG')",HK,SG,0.5075968545412917,0.9968788955460065,0.7522378750436491,HKG,SGP
263,"('CN', 'PT')",CN,PT,0.5468765858547271,0.9558438716326167,0.7513602287436719,CHN,PRT
1458,"('ZA', 'CN')",ZA,CN,0.5422299671749208,0.9566485759185999,0.7494392715467604,ZAF,CHN
281,"('CO', 'CN')",CO,CN,0.5452979983400768,0.9494004623830143,0.7473492303615455,COL,CHN
168,"('BZ', 'LI')",BZ,LI,0.5172099217694158,0.9732518644494803,0.745230893109448,BLZ,LIE
1302,"('UA', 'CN')",UA,CN,0.5383752001480557,0.9469676732139479,0.7426714366810019,UKR,CHN
256,"('CN', 'IS')",CN,IS,0.5312597445495697,0.9536860804806311,0.7424729125151004,CHN,ISL
244,"('CN', 'AT')",CN,AT,0.5265817595323806,0.9553805768830061,0.7409811682076934,CHN,AUT
246,"('CN', 'BR')",CN,BR,0.5439887412445632,0.9375933664103019,0.7407910538274325,CHN,BRA
668,"('KE', 'CN')",KE,CN,0.5346108037039484,0.9424178957041263,0.7385143497040374,KEN,CHN
1293,"('UA', 'AD')",UA,AD,0.4788561856005906,0.9943113551875401,0.7365837703940654,UKR,AND
621,"('JP', 'CN')",JP,CN,0.5150709171869527,0.9521032436632404,0.7335870804250966,JPN,CHN
1234,"('SK', 'CN')",SK,CN,0.5105347164267795,0.9546111043869859,0.7325729104068828,SVK,CHN
914,"('NL', 'CN')",NL,CN,0.5093078298489765,0.9552596744432605,0.7322837521461185,NLD,CHN
1356,"('US', 'CN')",US,CN,0.5107230402507701,0.9533267764086536,0.7320249083297119,USA,CHN
858,"('MX', 'CN')",MX,CN,0.5147855226363465,0.9460339586495596,0.730409740642953,MEX,CHN
983,"('NZ', 'CN')",NZ,CN,0.5051644000737754,0.9552136834586403,0.7301890417662078,NZL,CHN
267,"('CN', 'SC')",CN,SC,0.4990433443567689,0.9527766878393377,0.7259100160980533,CHN,SYC
762,"('LT', 'CN')",LT,CN,0.49574239719478785,0.9559867728258903,0.7258645850103391,LTU,CHN
495,"('HK', 'VN')",HK,VN,0.47049852019424154,0.980725737763245,0.7256121289787433,HKG,VNM
254,"('CN', 'IL')",CN,IL,0.4802674401910505,0.956057490001018,0.7181624650960343,CHN,ISR
269,"('CN', 'TR')",CN,TR,0.5867805709767586,0.8427915600157502,0.7147860654962543,CHN,TUR
503,"('HU', 'CN')",HU,CN,0.47550889072834346,0.9504703422132683,0.7129896164708058,HUN,CHN
259,"('CN', 'MD')",CN,MD,0.47239264534499514,0.9498941840872436,0.7111434147161193,CHN,MDA
262,"('CN', 'PL')",CN,PL,0.4584049800410206,0.9595805970408539,0.7089927885409373,CHN,POL
362,"('ES', 'CN')",ES,CN,0.46049230394717533,0.955375988733959,0.7079341463405672,ESP,CHN
252,"('CN', 'FI')",CN,FI,0.4568777042122829,0.9554232213902282,0.7061504628012556,CHN,FIN
250,"('CN', 'DK')",CN,DK,0.4517310185962087,0.9570376961369819,0.7043843573665953,CHN,DNK
30,"('AU', 'CN')",AU,CN,0.45318116971102684,0.9552650679586885,0.7042231188348577,AUS,CHN
452,"('HK', 'AD')",HK,AD,0.4017606088935748,0.9941256889233846,0.6979431489084797,HKG,AND
260,"('CN', 'MY')",CN,MY,0.44287884861846216,0.9513775464544857,0.6971281975364739,CHN,MYS
12,"('AD', 'LI')",AD,LI,0.39752319599996266,0.9966832177403657,0.6971032068701641,AND,LIE
218,"('CL', 'CN')",CL,CN,0.45261367589103174,0.9336948908310905,0.6931542833610611,CHL,CHN
261,"('CN', 'NO')",CN,NO,0.4269583344870318,0.9577676017930082,0.6923629681400201,CHN,NOR
247,"('CN', 'CA')",CN,CA,0.42287853556588584,0.9574210205112723,0.690149778038579,CHN,CAN
251,"('CN', 'DZ')",CN,DZ,0.4217826444617303,0.9575209366027264,0.6896517905322284,CHN,DZA
258,"('CN', 'LU')",CN,LU,0.40600849871415534,0.9574543988004238,0.6817314487572896,CHN,LUX
1171,"('SE', 'CN')",SE,CN,0.4056563353552811,0.9573561618221152,0.6815062485886982,SWE,CHN
253,"('CN', 'GR')",CN,GR,0.4000666806996188,0.9584588393910833,0.6792627600453511,CHN,GRC
421,"('FR', 'CN')",FR,CN,0.39647975420554893,0.9570381570862685,0.6767589556459087,FRA,CHN
492,"('HK', 'TR')",HK,TR,0.5404184420692911,0.8013226500680589,0.670870546068675,HKG,TUR
245,"('CN', 'BE')",CN,BE,0.382255875339478,0.9578948548088789,0.6700753650741784,CHN,BEL
1078,"('RO', 'CN')",RO,CN,0.39444923289770073,0.9397638869092901,0.6671065599034954,ROU,CHN
96,"('BG', 'CN')",BG,CN,0.36940820095995064,0.9512466424379336,0.6603274216989421,BGR,CHN
270,"('CN', 'TW')",CN,TW,0.37804741954789534,0.9316638621987668,0.654855640873331,CHN,TWN
744,"('KR', 'RU')",KR,RU,0.3831183471508919,0.913667915113297,0.6483931311320945,KOR,RUS
1335,"('UA', 'RU')",UA,RU,0.37137912611449897,0.8852748051021191,0.628326965608309,UKR,RUS
268,"('CN', 'SG')",CN,SG,0.2822212132632438,0.9554099855983152,0.6188155994307796,CHN,SGP
1264,"('TR', 'LI')",TR,LI,0.43416658158512456,0.7987651212510788,0.6164658514181016,TUR,LIE
265,"('CN', 'RU')",CN,RU,0.28389006502115155,0.9383075928374578,0.6110988289293047,CHN,RUS
1341,"('UA', 'TR')",UA,TR,0.4284306655861061,0.7897587722804105,0.6090947189332583,UKR,TUR
264,"('CN', 'RS')",CN,RS,0.2601741244829796,0.9515700459425688,0.6058720852127741,CHN,SRB
1149,"('RU', 'PL')",RU,PL,0.29998750866088764,0.897887728929025,0.5989376187949563,RUS,POL
151,"('BZ', 'CN')",BZ,CN,0.26348058338018565,0.9292254256848089,0.5963530045324973,BLZ,CHN
486,"('HK', 'RU')",HK,RU,0.28635929722248643,0.8968386828897675,0.5915989900561269,HKG,RUS
1252,"('SK', 'RU')",SK,RU,0.2780323459530669,0.8929182362751572,0.5854752911141121,SVK,RUS
1418,"('VN', 'CN')",VN,CN,0.22911651550202816,0.9392568278155536,0.5841866716587909,VNM,CHN
1261,"('TR', 'CR')",TR,CR,0.34742636051573494,0.7993212664255291,0.5733738134706321,TUR,CRI
133,"('BG', 'TR')",BG,TR,0.34964875729360434,0.7940377415043961,0.5718432493990002,BGR,TUR
559,"('ID', 'TR')",ID,TR,0.34708939053609056,0.7914737185857491,0.5692815545609198,IDN,TUR
1047,"('PE', 'TR')",PE,TR,0.3447774837844275,0.7926535866766086,0.568715535230518,PER,TUR
1292,"('TW', 'VE')",TW,VE,0.1367972915141974,0.998803665201397,0.5678004783577972,TWN,VEN
1147,"('RU', 'LI')",RU,LI,0.23999531238815375,0.8942811540727864,0.5671382332304701,RUS,LIE
336,"('CZ', 'TR')",CZ,TR,0.33383923226741885,0.7976920387547942,0.5657656355111065,CZE,TUR
319,"('CO', 'TR')",CO,TR,0.33312722872921585,0.7921915614494779,0.5626593950893468,COL,TUR
657,"('JP', 'TR')",JP,TR,0.32914588597666206,0.794894342729704,0.5620201143531831,JPN,TUR
745,"('KR', 'SA')",KR,SA,0.9037043475055334,0.218800449212295,0.5612523983589142,KOR,SAU
651,"('JP', 'RU')",JP,RU,0.23078477870488934,0.8904103755514116,0.5605975771281504,JPN,RUS
1071,"('PT', 'TR')",PT,TR,0.3217805195928879,0.7986349706990793,0.5602077451459836,PRT,TUR
1482,"('ZA', 'TR')",ZA,TR,0.3203822849967959,0.7994396749850634,0.5599109799909296,ZAF,TUR
554,"('ID', 'RU')",ID,RU,0.23208122428878075,0.8869897514074567,0.5595354878481187,IDN,RUS
1041,"('PE', 'RU')",PE,RU,0.2296216598530083,0.8881696194983162,0.5588956396756622,PER,RUS
1256,"('SK', 'TR')",SK,TR,0.3202289141132111,0.7974022034534496,0.5588155587833303,SVK,TUR
1140,"('RU', 'CZ')",RU,CZ,0.22425491980252277,0.893208071576503,0.5587314956895129,RUS,CZE
1259,"('TR', 'AT')",TR,AT,0.31836120935183276,0.7981716759494697,0.5582664426506512,TUR,AUT
1139,"('RU', 'CR')",RU,CR,0.22119738619265816,0.8948372992472368,0.5580173427199475,RUS,CRI
1004,"('NZ', 'RU')",NZ,RU,0.22209061759919924,0.8935208153468115,0.5578057164730054,NZL,RUS
1150,"('RU', 'PT')",RU,PT,0.22136908659322163,0.8941510035207879,0.5577600450570048,RUS,PRT
613,"('IS', 'TR')",IS,TR,0.316805164643423,0.7964771795470946,0.5566411720952589,ISL,TUR
313,"('CO', 'RU')",CO,RU,0.22527342777199977,0.8877075942711855,0.5564905110215926,COL,RUS
906,"('MY', 'TR')",MY,TR,0.31774058553826,0.7941686455209493,0.5559546155296047,MYS,TUR
1260,"('TR', 'BR')",TR,BR,0.33105981320964295,0.7803844654767654,0.5557221393432041,TUR,BRA
1146,"('RU', 'IS')",RU,IS,0.21884917122098635,0.8919932123688022,0.5554211917948944,RUS,ISL
1009,"('NZ', 'TR')",NZ,TR,0.3128200891982149,0.7980047825251039,0.5554124358616594,NZL,TUR
943,"('NL', 'RU')",NL,RU,0.21609512946790577,0.8935668063314317,0.5548309678996688,NLD,RUS
1387,"('US', 'RU')",US,RU,0.21685317227528034,0.8916339082968248,0.5542435402860526,USA,RUS
699,"('KE', 'TR')",KE,TR,0.32284147997905643,0.7852089947705899,0.5540252373748231,KEN,TUR
1393,"('US', 'TR')",US,TR,0.31159792607698433,0.7961178754751171,0.5538579007760507,USA,TUR
1135,"('RU', 'AT')",RU,AT,0.21391790565753444,0.8936877087711773,0.5538028072143559,RUS,AUT
1477,"('ZA', 'RU')",ZA,RU,0.21182850154223465,0.894955707806771,0.5533921046745028,ZAF,RUS
1148,"('RU', 'MY')",RU,MY,0.21689364184585624,0.889684678342657,0.5532891600942567,RUS,MYS
789,"('LT', 'RU')",LT,RU,0.2119722220187069,0.8942939047140616,0.5531330633663842,LTU,RUS
190,"('BZ', 'VE')",BZ,VE,0.10923270776487459,0.996365228687439,0.5527989682261568,BLZ,VEN
949,"('NL', 'TR')",NL,TR,0.3071832194556947,0.7980507735097242,0.5526169964827095,NLD,TUR
1145,"('RU', 'IL')",RU,IL,0.20720017198009322,0.8943646218891893,0.5507823969346413,RUS,ISR
693,"('KE', 'RU')",KE,RU,0.22022029504872986,0.8807250275922975,0.5504726613205138,KEN,RUS
795,"('LT', 'TR')",LT,TR,0.30213456549389694,0.7987778718923539,0.5504562186931254,LTU,TUR
236,"('CL', 'RU')",CL,RU,0.22840176228992815,0.8720020227192617,0.550201892504595,CHL,RUS
1267,"('TR', 'SC')",TR,SC,0.3045199007099071,0.7955677869058012,0.5500438438078541,TUR,SYC
1137,"('RU', 'BR')",RU,BR,0.22398799146547765,0.875900498298473,0.5499442448819754,RUS,BRA
61,"('AU', 'RU')",AU,RU,0.20582322307115175,0.8935721998468596,0.5496977114590057,AUS,RUS
386,"('ES', 'RU')",ES,RU,0.20505325272598807,0.8936831206221302,0.5493681866740592,ESP,RUS
1153,"('RU', 'SC')",RU,SC,0.20698595141400944,0.8910838197275099,0.5490348855707596,RUS,SYC
847,"('MD', 'RU')",MD,RU,0.20816519431403868,0.8882013159754147,0.5481832551447268,MDA,RUS
887,"('MX', 'TR')",MX,TR,0.3074378995540896,0.7888250577160222,0.548131478635056,MEX,TUR
881,"('MX', 'RU')",MX,RU,0.21180332906548704,0.8843410905377309,0.548072209801609,MEX,RUS
521,"('HU', 'RU')",HU,RU,0.20707423740165254,0.8887774741014396,0.5479258557515461,HUN,RUS
1265,"('TR', 'PL')",TR,PL,0.29150073655176634,0.8023716961073174,0.5469362163295419,TUR,POL
1143,"('RU', 'FI')",RU,FI,0.19915309483575516,0.8937303532784004,0.5464417240570778,RUS,FIN
1142,"('RU', 'DZ')",RU,DZ,0.19586727802260417,0.8958280684908976,0.5458476732567509,RUS,DZA
713,"('KR', 'CN')",KR,CN,0.23856627434291422,0.8519750470014682,0.5452706606721912,KOR,CHN
1141,"('RU', 'DK')",RU,DK,0.1949542433937641,0.8953448280251531,0.5451495357094587,RUS,DNK
1193,"('SE', 'RU')",SE,RU,0.19271170901932444,0.8956632937102864,0.5441875013648054,SWE,RUS
526,"('HU', 'TR')",HU,TR,0.29210495722410745,0.793261441279732,0.5426831992519197,HUN,TUR
972,"('NO', 'RU')",NO,RU,0.18891702887074346,0.8960747336811795,0.5424958812759615,NOR,RUS
597,"('IN', 'TR')",IN,TR,0.3973482676318656,0.6851177515958505,0.541233009613858,IND,TUR
1138,"('RU', 'CA')",RU,CA,0.18669417602668226,0.8957281523994436,0.5412111642130629,RUS,CAN
572,"('IL', 'TR')",IL,TR,0.28306124616456807,0.7988485890674817,0.5409549176160249,ISR,TUR
67,"('AU', 'TR')",AU,TR,0.2835779512280201,0.798056167025152,0.5408170591265861,AUS,TUR
1288,"('TW', 'RU')",TW,RU,0.2093553362209024,0.8699709940869381,0.5396631651539203,TWN,RUS
821,"('LU', 'RU')",LU,RU,0.18291000098757826,0.8957615306885951,0.5393357658380866,LUX,RUS
850,"('MD', 'TR')",MD,TR,0.2845851459496387,0.7926852831537071,0.5386352145516728,MDA,TUR
441,"('FR', 'RU')",FR,RU,0.1817115582511627,0.8953452889744398,0.5385284236128012,FRA,RUS
392,"('ES', 'TR')",ES,TR,0.2784381707326977,0.7981670878004227,0.5383026292665603,ESP,TUR
127,"('BG', 'RU')",BG,RU,0.18460799203685518,0.8895537743261047,0.53708088318148,BGR,RUS
1144,"('RU', 'GR')",RU,GR,0.17630950709910853,0.8967659712792546,0.5365377391891816,RUS,GRC
1136,"('RU', 'BE')",RU,BE,0.17575753304537478,0.8962019866970501,0.5359797598712124,RUS,BEL
243,"('CN', 'AD')",CN,AD,0.11693733657917749,0.9526567789756943,0.5347970577774359,CHN,AND
348,"('DK', 'TR')",DK,TR,0.2664499965626492,0.7998287952034455,0.5331393958830474,DNK,TUR
413,"('FI', 'TR')",FI,TR,0.2657883968558543,0.7982143204566917,0.5320013586562731,FIN,TUR
1104,"('RO', 'RU')",RO,RU,0.18389611490351576,0.8780710187974624,0.5309835668504891,ROU,RUS
1450,"('VN', 'VE')",VN,VE,0.06624187983841046,0.9936042910803894,0.5299230854593999,VNM,VEN
240,"('CL', 'TR')",CL,TR,0.27629687783043444,0.7764859898975541,0.5263914338639943,CHL,TUR
561,"('ID', 'VE')",ID,VE,0.06767912728236103,0.9841784993766576,0.5259288133295092,IDN,VEN
722,"('KR', 'HK')",KR,HK,0.24117096788394798,0.8105061370537779,0.5258385524688629,KOR,HKG
975,"('NO', 'TR')",NO,TR,0.25060504670107187,0.8005587008594719,0.5255818737802719,NOR,TUR
211,"('CA', 'TR')",CA,TR,0.2501714196175442,0.800212119577736,0.52519176959764,CAN,TUR
735,"('KR', 'MY')",KR,MY,0.2459524740580208,0.8033521325066684,0.5246523032823446,KOR,MYS
1198,"('SE', 'TR')",SE,TR,0.24552214967607744,0.8001472608885788,0.5228347052823281,SWE,TUR
1262,"('TR', 'DZ')",TR,DZ,0.2451549841588364,0.800312035669189,0.5227335099140127,TUR,DZA
1222,"('SG', 'RU')",SG,RU,0.14776766789643236,0.8937171174864864,0.5207423926914594,SGP,RUS
659,"('JP', 'VE')",JP,VE,0.05895325067237267,0.9807578752327027,0.5198555629525377,JPN,VEN
1151,"('RU', 'RS')",RU,RS,0.1492622412426975,0.8898771778307399,0.5195697095367187,RUS,SRB
182,"('BZ', 'RU')",BZ,RU,0.16904619443625357,0.8675325575729802,0.5182893760046169,BLZ,RUS
1263,"('TR', 'GR')",TR,GR,0.23485963286175615,0.8012499384575459,0.518054785659651,TUR,GRC
446,"('FR', 'TR')",FR,TR,0.23613730937557953,0.799829256152731,0.5179832827641553,FRA,TUR
825,"('LU', 'TR')",LU,TR,0.23529142649116763,0.8002454978668864,0.5177684621790271,LUX,TUR
86,"('BE', 'TR')",BE,TR,0.22478062415513456,0.8006859538753426,0.5127332890152385,BEL,TUR
1442,"('VN', 'RU')",VN,RU,0.14691211282049665,0.8775639597037249,0.5122380362621108,VNM,RUS
